_MEMBER_MyList,_LogP_MyList,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-7.8,M6303,SCHEIDEREIT IKK INTERACTING PROTEINS,M1,1,0
1,-5.3,GO:0031058,positive regulation of histone modification,M1,1,0
1,-8,GO:0034765,regulation of ion transmembrane transport,M1,1,0
1,-9.7,M233,PID EPO PATHWAY,M1,1,0
1,-2.1,M5775,BROWNE HCMV INFECTION 12HR DN,M1,1,0
1,-7.2,M76,PID P38 ALPHA BETA PATHWAY,M1,1,0
1,-3.7,GO:0060260,regulation of transcription initiation by RNA polymerase II,M1,1,0
1,-19,GO:0048871,multicellular organismal homeostasis,M1,1,0
1,-2.7,GO:0007589,body fluid secretion,M1,1,0
1,-3.4,GO:0045667,regulation of osteoblast differentiation,M1,1,0
1,-2.2,M1636,YIH RESPONSE TO ARSENITE C3,M1,1,0
1,-2.1,GO:0035115,embryonic forelimb morphogenesis,M1,1,0
1,-10,R-HSA-168138,Toll Like Receptor 9 (TLR9) Cascade,M1,1,0
1,-2.6,GO:0001618,virus receptor activity,M1,1,0
1,-4.1,M8637,STREICHER LSM1 TARGETS DN,M1,1,0
1,-3.5,GO:0072522,purine-containing compound biosynthetic process,M1,1,0
1,-4.3,WP3676,BDNF-TrkB signaling,M1,1,0
1,-4.6,M1410,SCHLOSSER SERUM RESPONSE DN,M1,1,0
1,-5.3,GO:0016303,1-phosphatidylinositol-3-kinase activity,M1,1,0
1,-2.1,M14670,DING LUNG CANCER EXPRESSION BY COPY NUMBER,M1,1,0
1,-2.5,GO:0010633,negative regulation of epithelial cell migration,M1,1,0
1,-10,GO:0070252,actin-mediated cell contraction,M1,1,0
1,-3.9,GO:0007063,regulation of sister chromatid cohesion,M1,1,0
1,-18,WP437,EGF/EGFR signaling pathway,M1,1,0
1,-7.6,hsa04912,GnRH signaling pathway,M1,1,0
1,-2.6,WP2877,Vitamin D receptor pathway,M1,1,0
1,-3,M6936,GSE6674 CPG VS PL2 3 STIM BCELL UP,M1,1,0
1,-8.8,GO:0006935,chemotaxis,M1,1,0
1,-4.8,GO:0000226,microtubule cytoskeleton organization,M1,1,0
1,-8.6,GO:0030856,regulation of epithelial cell differentiation,M1,1,0
1,-3.8,GO:0051924,regulation of calcium ion transport,M1,1,0
1,-5.6,GO:0098727,maintenance of cell number,M1,1,0
1,-8.6,GO:0002366,leukocyte activation involved in immune response,M1,1,0
1,-8.5,GO:0002696,positive regulation of leukocyte activation,M1,1,0
1,-2.1,GO:0042267,natural killer cell mediated cytotoxicity,M1,1,0
1,-5,WP5083,Neuroinflammation and glutamatergic signaling,M1,1,0
1,-7,R-HSA-8941326,RUNX2 regulates bone development,M1,1,0
1,-4.4,M6158,GSE1740 MCSF VS MCSF AND IFNG DAY2 DERIVED MACROPHAGE WITH IFNA STIM UP,M1,1,0
1,-13,GO:0045787,positive regulation of cell cycle,M1,1,0
1,-3.4,R-HSA-164952,The role of Nef in HIV-1 replication and disease pathogenesis,M1,1,0
1,-2.1,M16584,LIU BREAST CANCER,M1,1,0
1,-26,hsa04917,Prolactin signaling pathway,M1,1,0
1,-2.5,M4525,GSE22886 NAIVE CD4 TCELL VS 48H ACT TH1 DN,M1,1,0
1,-10,M295,SIG PIP3 SIGNALING IN CARDIAC MYOCTES,M1,1,0
1,-3,GO:0046683,response to organophosphorus,M1,1,0
1,-3.1,M10276,LEE NEURAL CREST STEM CELL DN,M1,1,0
1,-5.8,M19529,RODRIGUES THYROID CARCINOMA ANAPLASTIC DN,M1,1,0
1,-14,GO:0014065,phosphatidylinositol 3-kinase signaling,M1,1,0
1,-3.7,M6045,GSE2770 UNTREATED VS IL12 TREATED ACT CD4 TCELL 48H DN,M1,1,0
1,-4.9,GO:0044853,plasma membrane raft,M1,1,0
1,-7.8,R-HSA-2029485,Role of phospholipids in phagocytosis,M1,1,0
1,-3.9,M6386,CREIGHTON ENDOCRINE THERAPY RESISTANCE 4,M1,1,0
1,-4.7,GO:0045862,positive regulation of proteolysis,M1,1,0
1,-3.5,GO:1903055,positive regulation of extracellular matrix organization,M1,1,0
1,-2.4,M8058,GSE24726 WT VS E2 22 KO PDC DAY4 POST DELETION DN,M1,1,0
1,-3.2,GO:0046394,carboxylic acid biosynthetic process,M1,1,0
1,-3.5,GO:0070231,T cell apoptotic process,M1,1,0
1,-3,M8297,GSE23114 PERITONEAL CAVITY B1A BCELL VS SPLEEN BCELL DN,M1,1,0
1,-3.8,GO:0071897,DNA biosynthetic process,M1,1,0
1,-4.4,M5173,GSE360 DC VS MAC DN,M1,1,0
1,-8.7,GO:0010563,negative regulation of phosphorus metabolic process,M1,1,0
1,-5.3,GO:0010572,positive regulation of platelet activation,M1,1,0
1,-8.8,GO:0072073,kidney epithelium development,M1,1,0
1,-2.4,M9765,GSE43863 TH1 VS LY6C INT CXCR5POS EFFECTOR CD4 TCELL DN,M1,1,0
1,-11,GO:1902495,transmembrane transporter complex,M1,1,0
1,-3.1,R-HSA-4791275,Signaling by WNT in cancer,M1,1,0
1,-3.5,GO:0005247,voltage-gated chloride channel activity,M1,1,0
1,-5.5,GO:0005251,delayed rectifier potassium channel activity,M1,1,0
1,-3.7,M9325,MCMURRAY TP53 HRAS COOPERATION RESPONSE DN,M1,1,0
1,-3.1,M44,PID HIF2PATHWAY,M1,1,0
1,-4.2,M210,PID IL8 CXCR2 PATHWAY,M1,1,0
1,-2.7,GO:1903427,negative regulation of reactive oxygen species biosynthetic process,M1,1,0
1,-12,GO:1903131,mononuclear cell differentiation,M1,1,0
1,-7.5,M9689,GSE43955 10H VS 30H ACT CD4 TCELL UP,M1,1,0
1,-3.1,GO:0004714,transmembrane receptor protein tyrosine kinase activity,M1,1,0
1,-3.4,GO:0072310,glomerular epithelial cell development,M1,1,0
1,-7.3,GO:0071364,cellular response to epidermal growth factor stimulus,M1,1,0
1,-2.3,M6110,BLALOCK ALZHEIMERS DISEASE INCIPIENT DN,M1,1,0
1,-11,GO:0098655,cation transmembrane transport,M1,1,0
1,-10,WP4217,Ebola virus infection in host,M1,1,0
1,-2.5,M3436,GSE1460 INTRATHYMIC T PROGENITOR VS DP THYMOCYTE UP,M1,1,0
1,-2.5,M7568,GSE21927 SPLEEN VS BONE MARROW MONOCYTE BALBC DN,M1,1,0
1,-13,WP2572,Primary focal segmental glomerulosclerosis (FSGS),M1,1,0
1,-3.1,M7715,FERRANDO T ALL WITH MLL ENL FUSION DN,M1,1,0
1,-9.8,GO:1903047,mitotic cell cycle process,M1,1,0
1,-5.8,R-HSA-3371556,Cellular response to heat stress,M1,1,0
1,-5.1,M5197,GSE360 L DONOVANI VS B MALAYI HIGH DOSE DC UP,M1,1,0
1,-10,GO:0034464,BBSome,M1,1,0
1,-3,M9833,GSE46606 UNSTIM VS CD40L IL2 IL5 1DAY STIMULATED IRF4MID SORTED BCELL UP,M1,1,0
1,-23,hsa04066,HIF-1 signaling pathway,M1,1,0
1,-18,WP23,B cell receptor signaling pathway,M1,1,0
1,-11,WP4566,Translation inhibitors in chronically activated PDGFRA cells,M1,1,0
1,-35,GO:0008283,cell population proliferation,M1,1,0
1,-19,hsa04926,Relaxin signaling pathway,M1,1,0
1,-6.5,M3686,SA REG CASCADE OF CYCLIN EXPR,M1,1,0
1,-3.7,M8850,GSE37301 MULTIPOTENT PROGENITOR VS RAG2 KO NK CELL UP,M1,1,0
1,-3.2,GO:0035060,brahma complex,M1,1,0
1,-6.1,M11011,ASTON MAJOR DEPRESSIVE DISORDER DN,M1,1,0
1,-2.5,M7522,GSE21546 WT VS SAP1A KO AND ELK1 KO ANTI CD3 STIM DP THYMOCYTES DN,M1,1,0
1,-9.2,GO:1902105,regulation of leukocyte differentiation,M1,1,0
1,-3.7,M4369,GSE20715 0H VS 48H OZONE LUNG DN,M1,1,0
1,-5,GO:0008589,regulation of smoothened signaling pathway,M1,1,0
1,-6,GO:0032535,regulation of cellular component size,M1,1,0
1,-5,GO:0090311,regulation of protein deacetylation,M1,1,0
1,-4.5,M2726,RAF UP.V1 DN,M1,1,0
1,-3.4,GO:0061308,cardiac neural crest cell development involved in heart development,M1,1,0
1,-3,M7762,GSE22935 WT VS MYD88 KO MACROPHAGE DN,M1,1,0
1,-3,M6249,GSE22601 DOUBLE POSITIVE VS CD8 SINGLE POSITIVE THYMOCYTE DN,M1,1,0
1,-2.7,GO:0050999,regulation of nitric-oxide synthase activity,M1,1,0
1,-2.4,M7911,GSE16385 UNTREATED VS 12H ROSIGLITAZONE IL4 TREATED MACROPHAGE UP,M1,1,0
1,-3.4,M2796,CRX NRL DN.V1 UP,M1,1,0
1,-5.6,GO:0031490,chromatin DNA binding,M1,1,0
1,-2.4,M9667,GSE43955 TGFB IL6 VS TGFB IL6 IL23 TH17 ACT CD4 TCELL 52H UP,M1,1,0
1,-2.3,GO:1900087,positive regulation of G1/S transition of mitotic cell cycle,M1,1,0
1,-4.5,GO:0015453,oxidoreduction-driven active transmembrane transporter activity,M1,1,0
1,-15,hsa04210,Apoptosis,M1,1,0
1,-4.4,M5300,GSE36476 CTRL VS TSST ACT 40H MEMORY CD4 TCELL OLD DN,M1,1,0
1,-20,R-HSA-9675136,Diseases of DNA Double-Strand Break Repair,M1,1,0
1,-7.2,WP5101,Congenital generalized lipodystrophy,M1,1,0
1,-4.5,GO:0042826,histone deacetylase binding,M1,1,0
1,-2.4,GO:0015103,inorganic anion transmembrane transporter activity,M1,1,0
1,-5.6,GO:0051057,positive regulation of small GTPase mediated signal transduction,M1,1,0
1,-3,M5815,GSE9037 WT VS IRAK4 KO LPS 1H STIM BMDM UP,M1,1,0
1,-2.4,GO:0048641,regulation of skeletal muscle tissue development,M1,1,0
1,-4.1,R-HSA-2173796,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,M1,1,0
1,-2.1,M453,MURAKAMI UV RESPONSE 6HR UP,M1,1,0
1,-8.5,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,M1,1,0
1,-12,GO:0061458,reproductive system development,M1,1,0
1,-2.1,M1417,JECHLINGER EPITHELIAL TO MESENCHYMAL TRANSITION DN,M1,1,0
1,-3,GO:0003231,cardiac ventricle development,M1,1,0
1,-7.4,GO:0034702,ion channel complex,M1,1,0
1,-3,GO:0060033,anatomical structure regression,M1,1,0
1,-3.7,M8383,GSE22025 UNTREATED VS TGFB1 AND PROGESTERONE TREATED CD4 TCELL UP,M1,1,0
1,-5.1,GO:0070532,BRCA1-B complex,M1,1,0
1,-13,M266,PID NCADHERIN PATHWAY,M1,1,0
1,-2.5,GO:0055081,anion homeostasis,M1,1,0
1,-2.7,GO:0002042,cell migration involved in sprouting angiogenesis,M1,1,0
1,-5.4,M88,PID CD8 TCR PATHWAY,M1,1,0
1,-9.1,GO:0033674,positive regulation of kinase activity,M1,1,0
1,-3.2,R-HSA-198323,AKT phosphorylates targets in the cytosol,M1,1,0
1,-12,GO:0048608,reproductive structure development,M1,1,0
1,-7.3,M55,PID S1P S1P3 PATHWAY,M1,1,0
1,-3,M6476,GSE3039 ALPHAALPHA VS ALPHABETA CD8 TCELL UP,M1,1,0
1,-2.3,GO:0051262,protein tetramerization,M1,1,0
1,-3,GO:0099568,cytoplasmic region,M1,1,0
1,-6.8,M1885,YOSHIMURA MAPK8 TARGETS DN,M1,1,0
1,-8.9,R-HSA-210993,Tie2 Signaling,M1,1,0
1,-5.1,GO:0090497,mesenchymal cell migration,M1,1,0
1,-3.6,R-HSA-9013508,NOTCH3 Intracellular Domain Regulates Transcription,M1,1,0
1,-9.6,GO:0030048,actin filament-based movement,M1,1,0
1,-3,M4150,GSE17721 12H VS 24H GARDIQUIMOD BMDC DN,M1,1,0
1,-12,GO:1902749,regulation of cell cycle G2/M phase transition,M1,1,0
1,-6.4,M99,PID TXA2PATHWAY,M1,1,0
1,-3.4,GO:0043124,negative regulation of I-kappaB kinase/NF-kappaB signaling,M1,1,0
1,-3.2,GO:0009636,response to toxic substance,M1,1,0
1,-2.3,GO:0007254,JNK cascade,M1,1,0
1,-14,hsa03460,Fanconi anemia pathway,M1,1,0
1,-9,M9575,WAKASUGI HAVE ZNF143 BINDING SITES,M1,1,0
1,-5.1,GO:0071559,response to transforming growth factor beta,M1,1,0
1,-5.3,WP3657,Hematopoietic stem cell gene regulation by GABP alpha/beta complex,M1,1,0
1,-2.5,M5526,GSE3982 NEUTROPHIL VS EFF MEMORY CD4 TCELL UP,M1,1,0
1,-2.7,M1347,SCHAEFFER PROSTATE DEVELOPMENT 6HR DN,M1,1,0
1,-11,GO:0072663,establishment of protein localization to peroxisome,M1,1,0
1,-3.4,GO:0046425,regulation of receptor signaling pathway via JAK-STAT,M1,1,0
1,-3,M3619,GSE15930 NAIVE VS 72H IN VITRO STIM TRICHOSTATINA CD8 TCELL DN,M1,1,0
1,-18,R-HSA-5693554,Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA),M1,1,0
1,-2.6,R-HSA-212165,Epigenetic regulation of gene expression,M1,1,0
1,-3,WP4928,MAPK pathway in congenital thyroid cancer,M1,1,0
1,-41,WP2261,Glioblastoma signaling pathways,M1,1,0
1,-3.7,M8576,GSE26030 UNSTIM VS RESTIM TH1 DAY15 POST POLARIZATION DN,M1,1,0
1,-2,WP4542,Leukocyte-intrinsic Hippo pathway functions,M1,1,0
1,-4.1,GO:0052742,phosphatidylinositol kinase activity,M1,1,0
1,-2.1,GO:0042755,eating behavior,M1,1,0
1,-6.2,GO:0030055,cell-substrate junction,M1,1,0
1,-3.1,GO:0051170,import into nucleus,M1,1,0
1,-3.4,GO:0070633,transepithelial transport,M1,1,0
1,-7.4,GO:0017053,transcription repressor complex,M1,1,0
1,-2.2,GO:0005764,lysosome,M1,1,0
1,-7.4,M12717,LOPES METHYLATED IN COLON CANCER DN,M1,1,0
1,-8.8,GO:0045177,apical part of cell,M1,1,0
1,-2.9,GO:0070064,proline-rich region binding,M1,1,0
1,-7,M70,PID PS1 PATHWAY,M1,1,0
1,-3.1,M11288,SCHLESINGER METHYLATED DE NOVO IN CANCER,M1,1,0
1,-2.4,M9650,GSE43955 TH0 VS TGFB IL6 TH17 ACT CD4 TCELL 30H DN,M1,1,0
1,-3,M11788,CLASPER LYMPHATIC VESSELS DURING METASTASIS DN,M1,1,0
1,-3.8,CORUM:555,BAF complex,M1,1,0
1,-3,M7353,GSE19888 ADENOSINE A3R INH PRETREAT AND ACT BY A3R VS A3R INH AND TCELL MEMBRANES ACT MAST CELL DN,M1,1,0
1,-6.5,R-HSA-5654693,FRS-mediated FGFR1 signaling,M1,1,0
1,-4,CORUM:564,BAF complex,M1,1,0
1,-2.1,GO:0001569,branching involved in blood vessel morphogenesis,M1,1,0
1,-5.8,hsa04530,Tight junction,M1,1,0
1,-4.7,GO:0071681,cellular response to indole-3-methanol,M1,1,0
1,-4,GO:0060428,lung epithelium development,M1,1,0
1,-4.4,M5347,GSE37416 0H VS 12H F TULARENSIS LVS NEUTROPHIL UP,M1,1,0
1,-12,WP1530,miRNA regulation of DNA damage response,M1,1,0
1,-5.7,GO:0060147,regulation of post-transcriptional gene silencing,M1,1,0
1,-3.1,GO:0032872,regulation of stress-activated MAPK cascade,M1,1,0
1,-2.2,hsa01523,Antifolate resistance,M1,1,0
1,-2.9,M2026,NAKAMURA ADIPOGENESIS LATE UP,M1,1,0
1,-3.2,M2151,DUTERTRE ESTRADIOL RESPONSE 6HR UP,M1,1,0
1,-6.5,GO:0045216,cell-cell junction organization,M1,1,0
1,-9.1,GO:0010959,regulation of metal ion transport,M1,1,0
1,-3.6,GO:0010799,regulation of peptidyl-threonine phosphorylation,M1,1,0
1,-8.3,WP186,Homologous recombination,M1,1,0
1,-3.4,GO:0010800,positive regulation of peptidyl-threonine phosphorylation,M1,1,0
1,-11,R-HSA-6804757,Regulation of TP53 Degradation,M1,1,0
1,-2.8,GO:0043267,negative regulation of potassium ion transport,M1,1,0
1,-7,GO:0006110,regulation of glycolytic process,M1,1,0
1,-16,WP75,Toll-like receptor signaling pathway,M1,1,0
1,-3.1,GO:1901380,negative regulation of potassium ion transmembrane transport,M1,1,0
1,-2.4,M7423,GSE16450 CTRL VS IFNA 6H STIM MATURE NEURON CELL LINE DN,M1,1,0
1,-2.1,GO:0030332,cyclin binding,M1,1,0
1,-8.5,GO:0003151,outflow tract morphogenesis,M1,1,0
1,-3.3,M5520,TCGA GLIOBLASTOMA COPY NUMBER DN,M1,1,0
1,-8.3,hsa04930,Type II diabetes mellitus,M1,1,0
1,-6.9,GO:0099622,cardiac muscle cell membrane repolarization,M1,1,0
1,-2.6,GO:0072329,monocarboxylic acid catabolic process,M1,1,0
1,-2.3,M12225,PICCALUGA ANGIOIMMUNOBLASTIC LYMPHOMA UP,M1,1,0
1,-3.4,M2208,CARD MIR302A TARGETS,M1,1,0
1,-9.5,GO:0090066,regulation of anatomical structure size,M1,1,0
1,-12,GO:0098660,inorganic ion transmembrane transport,M1,1,0
1,-5.8,GO:0051668,localization within membrane,M1,1,0
1,-3.9,GO:0099086,synaptonemal structure,M1,1,0
1,-6.4,R-HSA-9700206,Signaling by ALK in cancer,M1,1,0
1,-2.4,GO:0044088,regulation of vacuole organization,M1,1,0
1,-4.2,R-HSA-6802953,RAS signaling downstream of NF1 loss-of-function variants,M1,1,0
1,-2.9,M1897,RASHI RESPONSE TO IONIZING RADIATION 1,M1,1,0
1,-3.7,M7950,GSE25088 ROSIGLITAZONE VS IL4 AND ROSIGLITAZONE STIM STAT6 KO MACROPHAGE DAY10 DN,M1,1,0
1,-2.2,R-HSA-2173795,Downregulation of SMAD2/3:SMAD4 transcriptional activity,M1,1,0
1,-3.1,M5344,GSE37416 0H VS 6H F TULARENSIS LVS NEUTROPHIL UP,M1,1,0
1,-6.9,GO:0086013,membrane repolarization during cardiac muscle cell action potential,M1,1,0
1,-3.7,M5268,GSE360 LOW DOSE B MALAYI VS M TUBERCULOSIS MAC DN,M1,1,0
1,-2.5,R-HSA-5627123,RHO GTPases activate PAKs,M1,1,0
1,-3.6,R-HSA-5674400,Constitutive Signaling by AKT1 E17K in Cancer,M1,1,0
1,-4.7,M1744,MARSON BOUND BY E2F4 UNSTIMULATED,M1,1,0
1,-4.4,R-HSA-157118,Signaling by NOTCH,M1,1,0
1,-9.1,M26,PID NFKAPPAB ATYPICAL PATHWAY,M1,1,0
1,-6.7,M13984,MARZEC IL2 SIGNALING UP,M1,1,0
1,-9.9,WP231,TNF-alpha signaling pathway,M1,1,0
1,-7.3,GO:1990204,oxidoreductase complex,M1,1,0
1,-4.4,M3877,GSE17721 CPG VS GARDIQUIMOD 0.5H BMDC DN,M1,1,0
1,-6.4,M2961,GSE14415 NATURAL TREG VS TCONV DN,M1,1,0
1,-8.6,GO:0032392,DNA geometric change,M1,1,0
1,-4.6,WP176,Folate metabolism,M1,1,0
1,-4.8,M14601,CAIRO HEPATOBLASTOMA UP,M1,1,0
1,-2.9,R-HSA-421270,Cell-cell junction organization,M1,1,0
1,-2.3,GO:0044030,regulation of DNA methylation,M1,1,0
1,-2.5,M8636,GSE32986 CURDLAN HIGHDOSE VS GMCSF AND CURDLAN HIGHDOSE STIM DC UP,M1,1,0
1,-9.5,GO:0051347,positive regulation of transferase activity,M1,1,0
1,-3.8,M174,PID UPA UPAR PATHWAY,M1,1,0
1,-4.7,GO:0009925,basal plasma membrane,M1,1,0
1,-3.5,GO:0005201,extracellular matrix structural constituent,M1,1,0
1,-3.7,M5186,GSE360 DC VS MAC B MALAYI HIGH DOSE DN,M1,1,0
1,-3,R-HSA-391160,Signal regulatory protein family interactions,M1,1,0
1,-2.3,R-HSA-8941858,Regulation of RUNX3 expression and activity,M1,1,0
1,-11,GO:0000165,MAPK cascade,M1,1,0
1,-6,GO:0062014,negative regulation of small molecule metabolic process,M1,1,0
1,-5.5,GO:0043268,positive regulation of potassium ion transport,M1,1,0
1,-15,GO:0019901,protein kinase binding,M1,1,0
1,-18,R-HSA-9709570,Impaired BRCA2 binding to RAD51,M1,1,0
1,-7.3,GO:0099623,regulation of cardiac muscle cell membrane repolarization,M1,1,0
1,-3.3,GO:0002791,regulation of peptide secretion,M1,1,0
1,-2.4,M3968,GSE17721 PAM3CSK4 VS GADIQUIMOD 4H BMDC UP,M1,1,0
1,-6.9,GO:0048546,digestive tract morphogenesis,M1,1,0
1,-4.1,GO:0030534,adult behavior,M1,1,0
1,-2.1,GO:0072686,mitotic spindle,M1,1,0
1,-2.4,M10575,DACOSTA UV RESPONSE VIA ERCC3 XPCS DN,M1,1,0
1,-4.4,M3078,GSE10325 CD4 TCELL VS MYELOID UP,M1,1,0
1,-4.4,M8330,GSE24574 NAIVE VS TCONV CD4 TCELL DN,M1,1,0
1,-4.6,GO:0150116,regulation of cell-substrate junction organization,M1,1,0
1,-2.6,M2684,ATF2 UP.V1 DN,M1,1,0
1,-3,GO:1904356,regulation of telomere maintenance via telomere lengthening,M1,1,0
1,-6.6,GO:0060538,skeletal muscle organ development,M1,1,0
1,-24,M9150,GRESHOCK CANCER COPY NUMBER UP,M1,1,0
1,-8.7,GO:0062012,regulation of small molecule metabolic process,M1,1,0
1,-13,GO:0030031,cell projection assembly,M1,1,0
1,-6.1,R-HSA-198725,Nuclear Events (kinase and transcription factor activation),M1,1,0
1,-2.7,GO:0038096,Fc-gamma receptor signaling pathway involved in phagocytosis,M1,1,0
1,-3.4,hsa04371,Apelin signaling pathway,M1,1,0
1,-2.5,M3111,GSE11057 EFF MEM VS CENT MEM CD4 TCELL UP,M1,1,0
1,-2.5,GO:0051701,biological process involved in interaction with host,M1,1,0
1,-6,GO:0097623,potassium ion export across plasma membrane,M1,1,0
1,-3.8,GO:1905314,semi-lunar valve development,M1,1,0
1,-4.3,WP4949,16p11.2 proximal deletion syndrome,M1,1,0
1,-6.5,M196,PID IL23 PATHWAY,M1,1,0
1,-2.5,M4069,GSE17721 0.5H VS 12H LPS BMDC DN,M1,1,0
1,-10,M11171,DACOSTA UV RESPONSE VIA ERCC3 UP,M1,1,0
1,-2.4,M17466,SANA TNF SIGNALING UP,M1,1,0
1,-3.5,GO:0021548,pons development,M1,1,0
1,-2.4,M8596,GSE27859 DC VS CD11C INT F480 INT DC UP,M1,1,0
1,-18,R-HSA-9704331,Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function,M1,1,0
1,-2.4,M7174,GSE17186 CD21LOW VS CD21HIGH TRANSITIONAL BCELL DN,M1,1,0
1,-8.4,GO:0030522,intracellular receptor signaling pathway,M1,1,0
1,-4,CORUM:434,BASC (Ab 80) complex (BRCA1-associated genome surveillance complex),M1,1,0
1,-2.9,R-HSA-1369062,ABC transporters in lipid homeostasis,M1,1,0
1,-2.5,M8339,GSE24574 BCL6 LOW TFH VS NAIVE CD4 TCELL DN,M1,1,0
1,-4,GO:0007597,"blood coagulation, intrinsic pathway",M1,1,0
1,-3,GO:0007631,feeding behavior,M1,1,0
1,-6.7,M5214,GSE360 L MAJOR VS M TUBERCULOSIS DC DN,M1,1,0
1,-2.3,M5661,GSE6269 E COLI VS STREP PNEUMO INF PBMC UP,M1,1,0
1,-10,M72,PID NECTIN PATHWAY,M1,1,0
1,-3.7,GO:0043587,tongue morphogenesis,M1,1,0
1,-3.3,GO:0008296,3'-5'-exodeoxyribonuclease activity,M1,1,0
1,-3,M3084,GSE10325 LUPUS CD4 TCELL VS LUPUS BCELL UP,M1,1,0
1,-2.2,R-HSA-8874081,MET activates PTK2 signaling,M1,1,0
1,-8.7,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,M1,1,0
1,-5.3,GO:0022412,cellular process involved in reproduction in multicellular organism,M1,1,0
1,-3.6,GO:0051169,nuclear transport,M1,1,0
1,-3.7,R-HSA-9617629,Regulation of FOXO transcriptional activity by acetylation,M1,1,0
1,-5.3,hsa05168,Herpes simplex virus 1 infection,M1,1,0
1,-3.6,GO:0034212,peptide N-acetyltransferase activity,M1,1,0
1,-4.3,M15193,GRUETZMANN PANCREATIC CANCER UP,M1,1,0
1,-12,R-HSA-1500620,Meiosis,M1,1,0
1,-3,GO:0046935,1-phosphatidylinositol-3-kinase regulator activity,M1,1,0
1,-2.5,GO:0006694,steroid biosynthetic process,M1,1,0
1,-9.4,GO:0090399,replicative senescence,M1,1,0
1,-2.5,GO:0033628,regulation of cell adhesion mediated by integrin,M1,1,0
1,-3.5,WP4147,PTF1A related regulatory pathway,M1,1,0
1,-2.5,M9195,GSE40441 NRP1 POS INDUCED TREG VS NRP1 NEG NATURAL TREG DN,M1,1,0
1,-2.4,M4754,GSE27786 LSK VS NKTCELL UP,M1,1,0
1,-3.8,GO:0002218,activation of innate immune response,M1,1,0
1,-7.3,GO:0001890,placenta development,M1,1,0
1,-2.4,M15484,ONDER CDH1 SIGNALING VIA CTNNB1,M1,1,0
1,-3.6,GO:0034706,sodium channel complex,M1,1,0
1,-2.4,GO:0042133,neurotransmitter metabolic process,M1,1,0
1,-16,GO:0050679,positive regulation of epithelial cell proliferation,M1,1,0
1,-2.6,M128,PID TNF PATHWAY,M1,1,0
1,-4.6,GO:1901976,regulation of cell cycle checkpoint,M1,1,0
1,-2.3,M9102,GSE40274 CTRL VS FOXP3 AND EOS TRANSDUCED ACTIVATED CD4 TCELL UP,M1,1,0
1,-3,GO:0140678,molecular function inhibitor activity,M1,1,0
1,-3.7,M15031,STREICHER LSM1 TARGETS UP,M1,1,0
1,-5.2,M8235,GSE27241 WT VS RORGT KO TH17 POLARIZED CD4 TCELL UP,M1,1,0
1,-3,GO:0031966,mitochondrial membrane,M1,1,0
1,-4.5,GO:0061982,meiosis I cell cycle process,M1,1,0
1,-18,hsa04370,VEGF signaling pathway,M1,1,0
1,-16,M91,PID TCPTP PATHWAY,M1,1,0
1,-9.4,WP4673,Male infertility,M1,1,0
1,-2.7,GO:0060716,labyrinthine layer blood vessel development,M1,1,0
1,-5.8,GO:0016407,acetyltransferase activity,M1,1,0
1,-3.7,M9621,GSE27434 WT VS DNMT1 KO TREG DN,M1,1,0
1,-2.9,R-HSA-73933,Resolution of Abasic Sites (AP sites),M1,1,0
1,-3.3,GO:0060674,placenta blood vessel development,M1,1,0
1,-2.3,GO:0005080,protein kinase C binding,M1,1,0
1,-2.1,GO:1903052,positive regulation of proteolysis involved in protein catabolic process,M1,1,0
1,-3.8,R-HSA-212718,EGFR interacts with phospholipase C-gamma,M1,1,0
1,-5.2,GO:0005975,carbohydrate metabolic process,M1,1,0
1,-2.2,M3732,SIMBULAN UV RESPONSE IMMORTALIZED DN,M1,1,0
1,-3,M1320,INGRAM SHH TARGETS UP,M1,1,0
1,-2.3,GO:0090175,regulation of establishment of planar polarity,M1,1,0
1,-9.7,M239,PID A6B1 A6B4 INTEGRIN PATHWAY,M1,1,0
1,-3.1,M2445,PLASARI TGFB1 TARGETS 10HR UP,M1,1,0
1,-8.5,R-HSA-451927,Interleukin-2 family signaling,M1,1,0
1,-2.4,GO:2000278,regulation of DNA biosynthetic process,M1,1,0
1,-9.7,WP5072,Modulators of TCR signaling and T cell activation,M1,1,0
1,-6.8,GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,M1,1,0
1,-3,M7650,GSE22140 HEALTHY VS ARTHRITIC MOUSE CD4 TCELL UP,M1,1,0
1,-3.6,GO:0097731,9+0 non-motile cilium,M1,1,0
1,-3.7,M5638,GSE5960 TH1 VS ANERGIC TH1 DN,M1,1,0
1,-2.9,WP4301,Inhibition of exosome biogenesis and secretion by Manumycin A in CRPC cells,M1,1,0
1,-3,M7649,GSE22140 GERMFREE VS SPF ARTHRITIC MOUSE CD4 TCELL UP,M1,1,0
1,-3,GO:0002293,alpha-beta T cell differentiation involved in immune response,M1,1,0
1,-8.3,R-HSA-1226099,Signaling by FGFR in disease,M1,1,0
