Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,GO Biological Processes,19,GO:0002040,sprouting angiogenesis,19_GO:0032502 developmental process,-2.3,5.9,4.1,30169,58,351,4,1.1,0.57,207|4851|7422|8503,AKT1|NOTCH1|VEGFA|PIK3R3,-1.9
MyList,GO Biological Processes,19,GO:0045666,positive regulation of neuron differentiation,19_GO:0032502 developmental process,-2.3,4.6,3.8,30169,93,351,5,1.4,0.63,429|2260|2290|3169|392255,ASCL1|FGFR1|FOXG1|FOXA1|GDF6,-1.9
MyList,Chemical And Genetic Perturbations,13,M4752,WATANABE RECTAL CANCER RADIOTHERAPY RESPONSIVE DN,,-2.3,4.6,3.8,30169,93,351,5,1.4,0.63,1290|2746|2950|5880|8503,COL5A2|GLUD1|GSTP1|RAC2|PIK3R3,-1.9
MyList,Immunologic Signatures,3,M6716,GSE6092 B BURGDOFERI VS B BURGDORFERI AND IFNG STIM ENDOTHELIAL CELL UP,,-2.3,3.4,3.5,30169,176,351,7,2,0.75,950|1717|3075|4835|5296|7389|8504,SCARB2|DHCR7|CFH|NQO2|PIK3R2|UROD|PEX3,-1.9
MyList,Immunologic Signatures,3,M7632,GSE21360 NAIVE VS SECONDARY MEMORY CD8 TCELL DN,,-2.3,3.4,3.5,30169,176,351,7,2,0.75,3479|3759|3766|5447|6535|6892|11277,IGF1|KCNJ2|KCNJ10|POR|SLC6A8|TAPBP|TREX1,-1.9
MyList,GO Biological Processes,19,GO:0032259,methylation,19_GO:0008152 metabolic process,-2.3,2.7,3.3,30169,322,351,10,2.8,0.89,1387|2353|4204|10498|10664|23054|23091|29915|51574|79813,CREBBP|FOS|MECP2|CARM1|CTCF|NCOA6|ZC3H13|HCFC2|LARP7|EHMT1,-1.9
MyList,GO Cellular Components,20,GO:0005793,endoplasmic reticulum-Golgi intermediate compartment,,-2.3,3.9,3.6,30169,133,351,6,1.7,0.69,1075|2706|3146|3630|6891|6892,CTSC|GJB2|HMGB1|INS|TAP2|TAPBP,-1.9
MyList,GO Biological Processes,19,GO:0018393,internal peptidyl-lysine acetylation,19_GO:0008152 metabolic process,-2.3,3.9,3.6,30169,133,351,6,1.7,0.69,675|1387|2033|4204|5447|8850,BRCA2|CREBBP|EP300|MECP2|POR|KAT2B,-1.9
MyList,GO Biological Processes,19,GO:0019058,viral life cycle,19_GO:0016032 viral process,-2.3,3.4,3.5,30169,177,351,7,2,0.75,551|950|1956|4179|5818|6598|81607,AVP|SCARB2|EGFR|CD46|NECTIN1|SMARCB1|NECTIN4,-1.9
MyList,GO Cellular Components,20,GO:0031256,leading edge membrane,,-2.3,3.4,3.5,30169,177,351,7,2,0.75,998|1956|4771|5335|5879|6714|23396,CDC42|EGFR|NF2|PLCG1|RAC1|SRC|PIP5K1C,-1.9
MyList,Reactome Gene Sets,6,R-HSA-9013423,RAC3 GTPase cycle,,-2.3,4.6,3.8,30169,94,351,5,1.4,0.63,998|4810|5295|5296|5881,CDC42|NHS|PIK3R1|PIK3R2|RAC3,-1.9
MyList,GO Biological Processes,19,GO:0048704,embryonic skeletal system morphogenesis,19_GO:0032502 developmental process,-2.3,4.6,3.8,30169,94,351,5,1.4,0.63,1499|2138|2263|2303|25836,CTNNB1|EYA1|FGFR2|FOXC2|NIPBL,-1.9
MyList,GO Biological Processes,19,GO:0098586,cellular response to virus,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.3,4.6,3.8,30169,94,351,5,1.4,0.63,1432|3569|3717|4790|84282,MAPK14|IL6|JAK2|NFKB1|RNF135,-1.9
MyList,GO Biological Processes,19,GO:0019882,antigen processing and presentation,19_GO:0002376 immune system process,-2.3,4.6,3.8,30169,94,351,5,1.4,0.63,5873|6891|6892|8546|11277,RAB27A|TAP2|TAPBP|AP3B1|TREX1,-1.9
MyList,KEGG Pathway,24,hsa00190,Oxidative phosphorylation,,-2.3,3.8,3.6,30169,134,351,6,1.7,0.69,4695|4722|4723|4724|4728|374291,NDUFA2|NDUFS3|NDUFV1|NDUFS4|NDUFS8|NDUFS7,-1.9
MyList,GO Biological Processes,19,GO:0015711,organic anion transport,19_GO:0051179 localization,-2.3,2.7,3.2,30169,324,351,10,2.8,0.89,3766|4763|5172|5825|6535|6567|7439|10166|10999|81031,KCNJ10|NF1|SLC26A4|ABCD3|SLC6A8|SLC16A2|BEST1|SLC25A15|SLC27A4|SLC2A10,-1.9
MyList,GO Biological Processes,19,GO:1903078,positive regulation of protein localization to plasma membrane,19_GO:0051179 localization,-2.3,5.8,4,30169,59,351,4,1.1,0.57,207|1956|5170|5295,AKT1|EGFR|PDPK1|PIK3R1,-1.9
MyList,GO Molecular Functions,21,GO:0140677,molecular function activator activity,,-2.3,5.8,4,30169,59,351,4,1.1,0.57,207|672|4851|7157,AKT1|BRCA1|NOTCH1|TP53,-1.9
MyList,Chemical And Genetic Perturbations,13,M8599,CHIARADONNA NEOPLASTIC TRANSFORMATION KRAS CDC25 UP,,-2.3,5.8,4,30169,59,351,4,1.1,0.57,595|2668|5888|25937,CCND1|GDNF|RAD51|WWTR1,-1.9
MyList,GO Biological Processes,19,GO:0061098,positive regulation of protein tyrosine kinase activity,19_GO:0048518 positive regulation of biological process,-2.3,5.8,4,30169,59,351,4,1.1,0.57,1950|1956|2065|6714,EGF|EGFR|ERBB3|SRC,-1.9
MyList,GO Biological Processes,19,GO:0060261,positive regulation of transcription initiation by RNA polymerase II,19_GO:0048518 positive regulation of biological process,-2.3,5.8,4,30169,59,351,4,1.1,0.57,2067|2099|5469|7157,ERCC1|ESR1|MED1|TP53,-1.9
MyList,Reactome Gene Sets,6,R-HSA-8866654,E3 ubiquitin ligases ubiquitinate target proteins,,-2.3,5.8,4,30169,59,351,4,1.1,0.57,5192|5194|5195|5828,PEX10|PEX13|PEX14|PEX2,-1.9
MyList,Immunologic Signatures,3,M6721,GSE6259 FLT3L INDUCED VS WT SPLENIC DC 33D1 POS UP,,-2.3,3.4,3.5,30169,178,351,7,2,0.75,240|3759|4771|5880|9342|9409|9663,ALOX5|KCNJ2|NF2|RAC2|SNAP29|PEX16|LPIN2,-1.9
MyList,GO Molecular Functions,21,GO:0030296,protein tyrosine kinase activator activity,,-2.3,8.6,4.5,30169,30,351,3,0.85,0.49,1950|1956|2065,EGF|EGFR|ERBB3,-1.9
MyList,GO Biological Processes,19,GO:0030225,macrophage differentiation,19_GO:0002376 immune system process,-2.3,8.6,4.5,30169,30,351,3,0.85,0.49,841|998|7422,CASP8|CDC42|VEGFA,-1.9
MyList,KEGG Pathway,24,hsa01523,Antifolate resistance,,-2.3,8.6,4.5,30169,30,351,3,0.85,0.49,3569|4790|5970,IL6|NFKB1|RELA,-1.9
MyList,Chemical And Genetic Perturbations,13,M9729,WIKMAN ASBESTOS LUNG CANCER DN,,-2.3,8.6,4.5,30169,30,351,3,0.85,0.49,472|4593|4647,ATM|MUSK|MYO7A,-1.9
MyList,WikiPathways,27,WP2533,Glycerophospholipid biosynthetic pathway,,-2.3,8.6,4.5,30169,30,351,3,0.85,0.49,5290|5291|9663,PIK3CA|PIK3CB|LPIN2,-1.9
MyList,GO Biological Processes,19,GO:0002209,behavioral defense response,19_GO:0032501 multicellular organismal process,-2.3,8.6,4.5,30169,30,351,3,0.85,0.49,596|2033|4204,BCL2|EP300|MECP2,-1.9
MyList,Reactome Gene Sets,6,R-HSA-4090294,SUMOylation of intracellular receptors,,-2.3,8.6,4.5,30169,30,351,3,0.85,0.49,367|2099|5465,AR|ESR1|PPARA,-1.9
MyList,GO Biological Processes,19,GO:0010833,telomere maintenance via telomere lengthening,19_GO:0008152 metabolic process,-2.3,8.6,4.5,30169,30,351,3,0.85,0.49,4361|5888|6117,MRE11|RAD51|RPA1,-1.9
MyList,GO Biological Processes,19,GO:0008045,motor neuron axon guidance,19_GO:0040011 locomotion,-2.3,8.6,4.5,30169,30,351,3,0.85,0.49,2064|5879|5880,ERBB2|RAC1|RAC2,-1.9
MyList,Reactome Gene Sets,6,R-HSA-2173795,Downregulation of SMAD2/3:SMAD4 transcriptional activity,,-2.3,8.6,4.5,30169,30,351,3,0.85,0.49,5594|9611|25937,MAPK1|NCOR1|WWTR1,-1.9
MyList,Canonical Pathways,11,M83,PID CDC42 REG PATHWAY,,-2.3,8.6,4.5,30169,30,351,3,0.85,0.49,998|2245|5335,CDC42|FGD1|PLCG1,-1.9
MyList,Reactome Gene Sets,6,R-HSA-110314,Recognition of DNA damage by PCNA-containing replication complex,,-2.3,8.6,4.5,30169,30,351,3,0.85,0.49,5426|6117|6119,POLE|RPA1|RPA3,-1.9
MyList,Reactome Gene Sets,6,R-HSA-933541,TRAF6 mediated IRF7 activation,,-2.3,8.6,4.5,30169,30,351,3,0.85,0.49,1387|2033|84282,CREBBP|EP300|RNF135,-1.9
MyList,Reactome Gene Sets,6,R-HSA-8874081,MET activates PTK2 signaling,,-2.3,8.6,4.5,30169,30,351,3,0.85,0.49,1290|1302|6714,COL5A2|COL11A2|SRC,-1.9
MyList,Chemical And Genetic Perturbations,13,M2073,BAE BRCA1 TARGETS DN,,-2.3,8.6,4.5,30169,30,351,3,0.85,0.49,2746|5828|6949,GLUD1|PEX2|TCOF1,-1.9
MyList,Canonical Pathways,11,M269,PID RAS PATHWAY,,-2.3,8.6,4.5,30169,30,351,3,0.85,0.49,2885|3845|4763,GRB2|KRAS|NF1,-1.9
MyList,Reactome Gene Sets,6,R-HSA-3000157,Laminin interactions,,-2.3,8.6,4.5,30169,30,351,3,0.85,0.49,1286|1287|80781,COL4A4|COL4A5|COL18A1,-1.9
MyList,GO Biological Processes,19,GO:1901798,positive regulation of signal transduction by p53 class mediator,19_GO:0023052 signaling,-2.3,8.6,4.5,30169,30,351,3,0.85,0.49,472|545|161742,ATM|ATR|SPRED1,-1.9
MyList,GO Biological Processes,19,GO:0043368,positive T cell selection,19_GO:0002376 immune system process,-2.3,8.6,4.5,30169,30,351,3,0.85,0.49,596|3569|6774,BCL2|IL6|STAT3,-1.9
MyList,Chemical And Genetic Perturbations,13,M2500,PHONG TNF RESPONSE VIA P38 COMPLETE,,-2.3,3.1,3.4,30169,225,351,8,2.3,0.8,224|1017|2353|4281|4851|4982|10499|23363,ALDH3A2|CDK2|FOS|MID1|NOTCH1|TNFRSF11B|NCOA2|OBSL1,-1.9
MyList,GO Cellular Components,20,GO:0005635,nuclear envelope,,-2.3,2.3,3.1,30169,488,351,13,3.7,1,25|240|595|596|1019|1717|1956|2733|5880|8086|11277|54894|83990,ABL1|ALOX5|CCND1|BCL2|CDK4|DHCR7|EGFR|GLE1|RAC2|AAAS|TREX1|RNF43|BRIP1,-1.9
MyList,Oncogenic Signatures,4,M2832,PDGF UP.V1 DN,,-2.3,3.8,3.6,30169,135,351,6,1.7,0.69,1287|1908|1950|2212|3725|5172,COL4A5|EDN3|EGF|FCGR2A|JUN|SLC26A4,-1.9
MyList,GO Biological Processes,19,GO:0006475,internal protein amino acid acetylation,19_GO:0008152 metabolic process,-2.3,3.8,3.6,30169,135,351,6,1.7,0.69,675|1387|2033|4204|5447|8850,BRCA2|CREBBP|EP300|MECP2|POR|KAT2B,-1.9
MyList,Chemical And Genetic Perturbations,13,M2397,SERVITJA LIVER HNF1A TARGETS UP,,-2.3,3.8,3.6,30169,135,351,6,1.7,0.69,224|4128|5054|5447|5873|157570,ALDH3A2|MAOA|SERPINE1|POR|RAB27A|ESCO2,-1.9
MyList,Immunologic Signatures,3,M447,GSE12963 UNINF VS ENV AND NEF AND VPR DEFICIENT HIV1 INF CD4 TCELL UP,,-2.3,3.8,3.6,30169,135,351,6,1.7,0.69,2214|3759|4214|11005|27241|51082,FCGR3A|KCNJ2|MAP3K1|SPINK5|BBS9|POLR1D,-1.9
MyList,GO Biological Processes,19,GO:0045638,negative regulation of myeloid cell differentiation,19_GO:0002376 immune system process,-2.3,4.5,3.7,30169,95,351,5,1.4,0.63,1499|2200|4763|4982|5295,CTNNB1|FBN1|NF1|TNFRSF11B|PIK3R1,-1.9
MyList,GO Biological Processes,19,GO:0009798,axis specification,19_GO:0032502 developmental process,-2.3,4.5,3.7,30169,95,351,5,1.4,0.63,1499|4851|4853|5308|200894,CTNNB1|NOTCH1|NOTCH2|PITX2|ARL13B,-1.9
MyList,Chemical And Genetic Perturbations,13,M2240,JOHNSTONE PARVB TARGETS 3 UP,,-2.3,2.4,3.1,30169,433,351,12,3.4,0.97,224|472|595|2260|2317|4072|4853|5970|6892|79710|80144|80781,ALDH3A2|ATM|CCND1|FGFR1|FLNB|EPCAM|NOTCH2|RELA|TAPBP|MORC4|FRAS1|COL18A1,-1.9
MyList,Chemical And Genetic Perturbations,13,M16932,CHIANG LIVER CANCER SUBCLASS PROLIFERATION DN,,-2.3,3.4,3.4,30169,179,351,7,2,0.75,224|367|570|2052|5447|6567|80781,ALDH3A2|AR|BAAT|EPHX1|POR|SLC16A2|COL18A1,-1.9
MyList,GO Molecular Functions,21,GO:0005525,GTP binding,,-2.3,2.5,3.2,30169,379,351,11,3.1,0.93,998|2746|3845|5873|5879|5880|5881|26354|51715|81027|200894,CDC42|GLUD1|KRAS|RAB27A|RAC1|RAC2|RAC3|GNL3|RAB23|TUBB1|ARL13B,-1.9
MyList,Canonical Pathways,11,M5884,NABA CORE MATRISOME,,-2.3,2.8,3.3,30169,275,351,9,2.6,0.84,1286|1287|1290|1302|2200|3730|4256|80144|80781,COL4A4|COL4A5|COL5A2|COL11A2|FBN1|ANOS1|MGP|FRAS1|COL18A1,-1.9
MyList,Chemical And Genetic Perturbations,13,M11238,LINDGREN BLADDER CANCER CLUSTER 3 DN,,-2.3,3,3.3,30169,226,351,8,2.3,0.8,582|595|1287|2746|4851|5993|6638|7259,BBS1|CCND1|COL4A5|GLUD1|NOTCH1|RFX5|SNRPN|TSPYL1,-1.9
MyList,GO Biological Processes,19,GO:0008637,apoptotic mitochondrial changes,19_GO:0009987 cellular process,-2.3,5.7,4,30169,60,351,4,1.1,0.57,207|596|6648|7157,AKT1|BCL2|SOD2|TP53,-1.8
MyList,GO Biological Processes,19,GO:2000649,regulation of sodium ion transmembrane transporter activity,19_GO:0051179 localization,-2.3,5.7,4,30169,60,351,4,1.1,0.57,3784|6330|23171|55800,KCNQ1|SCN4B|GPD1L|SCN3B,-1.8
MyList,GO Cellular Components,20,GO:0000791,euchromatin,,-2.3,5.7,4,30169,60,351,4,1.1,0.57,1499|2099|3717|3725,CTNNB1|ESR1|JAK2|JUN,-1.8
MyList,GO Biological Processes,19,GO:0042116,macrophage activation,19_GO:0002376 immune system process,-2.3,5.7,4,30169,60,351,4,1.1,0.57,2214|3717|3725|11277,FCGR3A|JAK2|JUN|TREX1,-1.8
MyList,GO Biological Processes,19,GO:1903670,regulation of sprouting angiogenesis,19_GO:0032502 developmental process,-2.3,5.7,4,30169,60,351,4,1.1,0.57,240|5170|5291|7422,ALOX5|PDPK1|PIK3CB|VEGFA,-1.8
MyList,GO Biological Processes,19,GO:0060395,SMAD protein signal transduction,19_GO:0023052 signaling,-2.3,5.7,4,30169,60,351,4,1.1,0.57,2353|3725|7040|392255,FOS|JUN|TGFB1|GDF6,-1.8
MyList,KEGG Pathway,24,hsa04730,Long-term depression,,-2.3,5.7,4,30169,60,351,4,1.1,0.57,3479|3845|5518|5594,IGF1|KRAS|PPP2R1A|MAPK1,-1.8
MyList,Reactome Gene Sets,6,R-HSA-187577,SCF(Skp2)-mediated degradation of p27/p21,,-2.3,5.7,4,30169,60,351,4,1.1,0.57,595|1017|1019|1027,CCND1|CDK2|CDK4|CDKN1B,-1.8
MyList,GO Biological Processes,19,GO:0018394,peptidyl-lysine acetylation,19_GO:0008152 metabolic process,-2.3,3.8,3.5,30169,136,351,6,1.7,0.69,675|1387|2033|4204|5447|8850,BRCA2|CREBBP|EP300|MECP2|POR|KAT2B,-1.8
MyList,GO Biological Processes,19,GO:1903052,positive regulation of proteolysis involved in protein catabolic process,19_GO:0048518 positive regulation of biological process,-2.3,3.8,3.5,30169,136,351,6,1.7,0.69,207|1075|1950|5728|9992|55212,AKT1|CTSC|EGF|PTEN|KCNE2|BBS7,-1.8
MyList,GO Biological Processes,19,GO:1903050,regulation of proteolysis involved in protein catabolic process,19_GO:0008152 metabolic process,-2.3,3,3.3,30169,227,351,8,2.3,0.8,207|1017|1075|1950|5728|6125|9992|55212,AKT1|CDK2|CTSC|EGF|PTEN|RPL5|KCNE2|BBS7,-1.8
MyList,GO Biological Processes,19,GO:0080171,lytic vacuole organization,19_GO:0009987 cellular process,-2.3,4.5,3.7,30169,96,351,5,1.4,0.63,1130|3257|4647|8546|89781,LYST|HPS1|MYO7A|AP3B1|HPS4,-1.8
MyList,GO Biological Processes,19,GO:0070664,negative regulation of leukocyte proliferation,19_GO:0048519 negative regulation of biological process,-2.3,4.5,3.7,30169,96,351,5,1.4,0.63,472|2064|2950|4763|5728,ATM|ERBB2|GSTP1|NF1|PTEN,-1.8
MyList,GO Biological Processes,19,GO:0045807,positive regulation of endocytosis,19_GO:0051179 localization,-2.3,4.5,3.7,30169,96,351,5,1.4,0.63,998|1950|5054|7422|196527,CDC42|EGF|SERPINE1|VEGFA|ANO6,-1.8
MyList,GO Biological Processes,19,GO:0015833,peptide transport,19_GO:0051179 localization,-2.3,4.5,3.7,30169,96,351,5,1.4,0.63,1908|3569|6567|6891|6892,EDN3|IL6|SLC16A2|TAP2|TAPBP,-1.8
MyList,GO Biological Processes,19,GO:0032091,negative regulation of protein binding,19_GO:0065007 biological regulation,-2.3,4.5,3.7,30169,96,351,5,1.4,0.63,207|1663|5195|5465|5599,AKT1|DDX11|PEX14|PPARA|MAPK8,-1.8
MyList,GO Biological Processes,19,GO:0051225,spindle assembly,19_GO:0009987 cellular process,-2.3,4.5,3.7,30169,96,351,5,1.4,0.63,4292|8086|9611|11200|81027,MLH1|AAAS|NCOR1|CHEK2|TUBB1,-1.8
MyList,GO Biological Processes,19,GO:0007040,lysosome organization,19_GO:0009987 cellular process,-2.3,4.5,3.7,30169,96,351,5,1.4,0.63,1130|3257|4647|8546|89781,LYST|HPS1|MYO7A|AP3B1|HPS4,-1.8
MyList,Immunologic Signatures,3,M5664,GSE6269 STAPH AUREUS VS STREP PNEUMO INF PBMC DN,,-2.3,3.3,3.4,30169,181,351,7,2,0.75,2263|2733|4982|5528|5880|6892|80781,FGFR2|GLE1|TNFRSF11B|PPP2R5D|RAC2|TAPBP|COL18A1,-1.8
MyList,Immunologic Signatures,3,M2994,GSE13547 WT VS ZFX KO BCELL ANTI IGM STIM 2H UP,,-2.3,3.3,3.4,30169,181,351,7,2,0.75,545|1174|3146|5888|6119|6240|83990,ATR|AP1S1|HMGB1|RAD51|RPA3|RRM1|BRIP1,-1.8
MyList,Immunologic Signatures,3,M6739,GSE6259 CD4 TCELL VS CD8 TCELL DN,,-2.3,3.3,3.4,30169,181,351,7,2,0.75,841|1716|2033|3479|8850|9663|84282,CASP8|DGUOK|EP300|IGF1|KAT2B|LPIN2|RNF135,-1.8
MyList,Oncogenic Signatures,4,M2641,GCNP SHH UP LATE.V1 UP,,-2.3,3.3,3.4,30169,181,351,7,2,0.75,3169|5290|6240|7153|8405|26354|51574,FOXA1|PIK3CA|RRM1|TOP2A|SPOP|GNL3|LARP7,-1.8
MyList,GO Biological Processes,19,GO:0000209,protein polyubiquitination,19_GO:0008152 metabolic process,-2.3,3,3.3,30169,228,351,8,2.3,0.8,580|596|672|1161|1499|8405|9025|84282,BARD1|BCL2|BRCA1|ERCC8|CTNNB1|SPOP|RNF8|RNF135,-1.8
MyList,GO Biological Processes,19,GO:0061041,regulation of wound healing,19_GO:0050896 response to stimulus,-2.3,3.8,3.5,30169,137,351,6,1.7,0.69,240|2303|2811|5054|5728|196527,ALOX5|FOXC2|GP1BA|SERPINE1|PTEN|ANO6,-1.8
MyList,Chemical And Genetic Perturbations,13,M15068,NOUZOVA TRETINOIN AND H4 ACETYLATION,,-2.3,3.8,3.5,30169,137,351,6,1.7,0.69,585|2067|4358|5965|8546|51574,BBS4|ERCC1|MPV17|RECQL|AP3B1|LARP7,-1.8
MyList,Chemical And Genetic Perturbations,13,M16708,YAO TEMPORAL RESPONSE TO PROGESTERONE CLUSTER 5,,-2.3,8.3,4.4,30169,31,351,3,0.85,0.49,1290|3784|7422,COL5A2|KCNQ1|VEGFA,-1.8
MyList,GO Biological Processes,19,GO:0048665,neuron fate specification,19_GO:0032502 developmental process,-2.3,8.3,4.4,30169,31,351,3,0.85,0.49,429|2138|3169,ASCL1|EYA1|FOXA1,-1.8
MyList,Reactome Gene Sets,6,R-HSA-4641262,Disassembly of the destruction complex and recruitment of AXIN to the membrane,,-2.3,8.3,4.4,30169,31,351,3,0.85,0.49,1499|5518|5528,CTNNB1|PPP2R1A|PPP2R5D,-1.8
MyList,WikiPathways,27,WP3858,Toll-like receptor signaling related to MyD88,,-2.3,8.3,4.4,30169,31,351,3,0.85,0.49,4790|5594|5970,NFKB1|MAPK1|RELA,-1.8
MyList,Chemical And Genetic Perturbations,13,M1636,YIH RESPONSE TO ARSENITE C3,,-2.3,8.3,4.4,30169,31,351,3,0.85,0.49,1029|5447|7504,CDKN2A|POR|XK,-1.8
MyList,WikiPathways,27,WP4752,Base excision repair,,-2.3,8.3,4.4,30169,31,351,3,0.85,0.49,3146|5426|7515,HMGB1|POLE|XRCC1,-1.8
MyList,WikiPathways,27,WP4304,"Oligodendrocyte specification and differentiation, leading to myelin components for CNS",,-2.3,8.3,4.4,30169,31,351,3,0.85,0.49,429|3479|6663,ASCL1|IGF1|SOX10,-1.8
MyList,GO Biological Processes,19,GO:0001935,endothelial cell proliferation,19_GO:0009987 cellular process,-2.3,8.3,4.4,30169,31,351,3,0.85,0.49,4763|5291|60675,NF1|PIK3CB|PROK2,-1.8
MyList,Reactome Gene Sets,6,R-HSA-5260271,Diseases of Immune System,,-2.3,8.3,4.4,30169,31,351,3,0.85,0.49,3146|4790|5970,HMGB1|NFKB1|RELA,-1.8
MyList,GO Molecular Functions,21,GO:0016878,acid-thiol ligase activity,,-2.3,8.3,4.4,30169,31,351,3,0.85,0.49,8802|8803|10999,SUCLG1|SUCLA2|SLC27A4,-1.8
MyList,Chemical And Genetic Perturbations,13,M3732,SIMBULAN UV RESPONSE IMMORTALIZED DN,,-2.3,8.3,4.4,30169,31,351,3,0.85,0.49,595|1956|4683,CCND1|EGFR|NBN,-1.8
MyList,GO Cellular Components,20,GO:0016342,catenin complex,,-2.3,8.3,4.4,30169,31,351,3,0.85,0.49,999|1000|1499,CDH1|CDH2|CTNNB1,-1.8
MyList,Reactome Gene Sets,6,R-HSA-5602358,Diseases associated with the TLR signaling cascade,,-2.3,8.3,4.4,30169,31,351,3,0.85,0.49,3146|4790|5970,HMGB1|NFKB1|RELA,-1.8
MyList,Reactome Gene Sets,6,R-HSA-193704,p75 NTR receptor-mediated signalling,,-2.3,4.4,3.7,30169,97,351,5,1.4,0.63,2245|4790|5599|5879|5970,FGD1|NFKB1|MAPK8|RAC1|RELA,-1.8
MyList,GO Biological Processes,19,GO:0003158,endothelium development,19_GO:0032502 developmental process,-2.3,4.4,3.7,30169,97,351,5,1.4,0.63,1499|2303|4851|54345|80781,CTNNB1|FOXC2|NOTCH1|SOX18|COL18A1,-1.8
MyList,GO Biological Processes,19,GO:0051651,maintenance of location in cell,19_GO:0051179 localization,-2.3,4.4,3.7,30169,97,351,5,1.4,0.63,207|540|580|585|2512,AKT1|ATP7B|BARD1|BBS4|FTL,-1.8
MyList,GO Biological Processes,19,GO:0014020,primary neural tube formation,19_GO:0032502 developmental process,-2.3,4.4,3.7,30169,97,351,5,1.4,0.63,25|585|7040|54903|57545,ABL1|BBS4|TGFB1|MKS1|CC2D2A,-1.8
MyList,GO Biological Processes,19,GO:0010596,negative regulation of endothelial cell migration,19_GO:0040011 locomotion,-2.3,4.4,3.7,30169,97,351,5,1.4,0.63,3146|4204|4851|7040|161742,HMGB1|MECP2|NOTCH1|TGFB1|SPRED1,-1.8
MyList,GO Biological Processes,19,GO:0044458,motile cilium assembly,19_GO:0009987 cellular process,-2.3,5.6,3.9,30169,61,351,4,1.1,0.57,583|54903|57545|129880,BBS2|MKS1|CC2D2A|BBS5,-1.8
MyList,GO Molecular Functions,21,GO:0001098,basal transcription machinery binding,,-2.3,5.6,3.9,30169,61,351,4,1.1,0.57,367|2067|2099|7157,AR|ERCC1|ESR1|TP53,-1.8
MyList,GO Biological Processes,19,GO:0035710,"CD4-positive, alpha-beta T cell activation",19_GO:0002376 immune system process,-2.3,5.6,3.9,30169,61,351,4,1.1,0.57,2625|3146|3569|6774,GATA3|HMGB1|IL6|STAT3,-1.8
MyList,Chemical And Genetic Perturbations,13,M16639,KOKKINAKIS METHIONINE DEPRIVATION 48HR DN,,-2.3,5.6,3.9,30169,61,351,4,1.1,0.57,472|1432|2260|6240,ATM|MAPK14|FGFR1|RRM1,-1.8
MyList,Reactome Gene Sets,6,R-HSA-8943724,Regulation of PTEN gene transcription,,-2.3,5.6,3.9,30169,61,351,4,1.1,0.57,1108|3725|5594|7157,CHD4|JUN|MAPK1|TP53,-1.8
MyList,GO Biological Processes,19,GO:1900024,regulation of substrate adhesion-dependent cell spreading,19_GO:0032502 developmental process,-2.3,5.6,3.9,30169,61,351,4,1.1,0.57,25|998|5879|5881,ABL1|CDC42|RAC1|RAC3,-1.8
MyList,GO Molecular Functions,21,GO:0001099,basal RNA polymerase II transcription machinery binding,,-2.3,5.6,3.9,30169,61,351,4,1.1,0.57,367|2067|2099|7157,AR|ERCC1|ESR1|TP53,-1.8
MyList,GO Biological Processes,19,GO:0006354,DNA-templated transcription elongation,19_GO:0008152 metabolic process,-2.3,3.3,3.4,30169,182,351,7,2,0.75,1387|2033|2068|5469|6598|6663|8850,CREBBP|EP300|ERCC2|MED1|SMARCB1|SOX10|KAT2B,-1.8
MyList,Chemical And Genetic Perturbations,13,M19245,COULOUARN TEMPORAL TGFB1 SIGNATURE DN,,-2.2,3.7,3.5,30169,138,351,6,1.7,0.69,224|1717|2706|9531|9663|80781,ALDH3A2|DHCR7|GJB2|BAG3|LPIN2|COL18A1,-1.8
MyList,Chemical And Genetic Perturbations,13,M2226,PILON KLF1 TARGETS UP,,-2.2,2.3,3.1,30169,496,351,13,3.7,1,1000|1290|1565|2263|4692|6535|7153|7504|8036|9663|23363|79083|80781,CDH2|COL5A2|CYP2D6|FGFR2|NDN|SLC6A8|TOP2A|XK|SHOC2|LPIN2|OBSL1|MLPH|COL18A1,-1.8
MyList,Chemical And Genetic Perturbations,13,M4772,CAIRO HEPATOBLASTOMA CLASSES UP,,-2.2,2.1,3,30169,612,351,15,4.3,1.1,675|701|1019|1716|4072|4361|6125|6240|6598|7153|9533|10084|10535|11200|26354,BRCA2|BUB1B|CDK4|DGUOK|EPCAM|MRE11|RPL5|RRM1|SMARCB1|TOP2A|POLR1C|PQBP1|RNASEH2A|CHEK2|GNL3,-1.8
MyList,GO Cellular Components,20,GO:0072686,mitotic spindle,,-2.2,3.3,3.4,30169,183,351,7,2,0.75,998|5594|8086|8850|9611|9657|81027,CDC42|MAPK1|AAAS|KAT2B|NCOR1|IQCB1|TUBB1,-1.8
MyList,Oncogenic Signatures,4,M2854,STK33 NOMO DN,,-2.2,2.8,3.2,30169,280,351,9,2.6,0.84,240|323|596|1432|2706|3932|8503|23363|60675,ALOX5|APBB2|BCL2|MAPK14|GJB2|LCK|PIK3R3|OBSL1|PROK2,-1.8
